,cyclone_name,cyclone_id,sar_time,file,match_type,analysis_center_quality_flag,analysis_rmax,analysis_vmax,vmax,sar_aeqd_path,sargeo_path,nan_ratio_within_100km,split
171,DORA,ep052023,2023-08-13 06:38:47,rcm2-sclnd-owi-cm-20230813t063847-20230813t064004-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.6,3000.0,26.639917931796965,25,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052023/rcm2-sclnd-owi-cm-20230813t063847-20230813t064004-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052023/IRWIN/rcm2-sclnd-owi-cm-20230813t063847-20230813t064004-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
172,DORA,ep052023,2023-08-03 02:04:25,rcm2-sc50mc-owi-cm-20230803t020425-20230803t020534-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.5,10000.0,48.73583333333342,57,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052023/rcm2-sc50mc-owi-cm-20230803t020425-20230803t020534-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052023/IRWIN/rcm2-sc50mc-owi-cm-20230803t020425-20230803t020534-00003-______ll_gd_GEO-IRWIN.nc,0.4390057361376673,train
173,DORA,ep052023,2023-08-04 14:09:12,rcm2-sclnc-owi-cm-20230804t140912-20230804t141028-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.7,13000.0,51.75074166666667,53,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052023/rcm2-sclnc-owi-cm-20230804t140912-20230804t141028-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052023/IRWIN/rcm2-sclnc-owi-cm-20230804t140912-20230804t141028-00003-______ll_gd_GEO-IRWIN.nc,0.3319311663479923,train
174,DORA,ep052023,2023-08-09 05:00:27,rcm1-sclnd-owi-cm-20230809t050027-20230809t050143-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,12000.0,56.046037037037046,59,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052023/rcm1-sclnd-owi-cm-20230809t050027-20230809t050143-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052023/IRWIN/rcm1-sclnd-owi-cm-20230809t050027-20230809t050143-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
175,DORA,ep052023,2023-08-09 16:51:07,s1a-ew-owi-cm-20230809t165107-20230809t165210-000003-05FD3D_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,8000.0,55.96194074074074,61,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052023/s1a-ew-owi-cm-20230809t165107-20230809t165210-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052023/IRWIN/s1a-ew-owi-cm-20230809t165107-20230809t165210-000003-05FD3D_ll_gd_GEO-IRWIN.nc,0.1434034416826003,train
176,DORA,ep052023,2023-08-11 05:49:45,rcm3-sclna-owi-cm-20230811t054945-20230811t055101-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,11000.0,49.7634925925926,54,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052023/rcm3-sclna-owi-cm-20230811t054945-20230811t055101-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052023/IRWIN/rcm3-sclna-owi-cm-20230811t054945-20230811t055101-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
177,DORA,ep052023,2023-08-02 13:20:47,rcm3-sc50mc-owi-cm-20230802t132047-20230802t132203-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,8000.0,44.80357037037154,46,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052023/rcm3-sc50mc-owi-cm-20230802t132047-20230802t132203-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052023/IRWIN/rcm3-sc50mc-owi-cm-20230802t132047-20230802t132203-00003-______ll_gd_GEO-IRWIN.nc,0.0646271510516252,train
178,DORA,ep052023,2023-08-08 16:18:15,rcm2-sclna-owi-cm-20230808t161815-20230808t161931-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,11000.0,59.64911851851851,59,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep052023/rcm2-sclna-owi-cm-20230808t161815-20230808t161931-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep052023/IRWIN/rcm2-sclna-owi-cm-20230808t161815-20230808t161931-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
181,NARDA,ep142025,2025-09-28 02:30:18,rcm3-sclna-owi-cm-20250928t023018-20250928t023128-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,57000.0,27.156110302068893,30,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep142025no_env/rcm3-sclna-owi-cm-20250928t023018-20250928t023128-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep142025/IRWIN/rcm3-sclna-owi-cm-20250928t023018-20250928t023128-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.1233906947100063,train
183,NARDA,ep142025,2025-09-24 13:20:25,rcm1-sc50ma-owi-cm-20250924t132025-20250924t132141-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,20000.0,52.255796296296296,46,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep142025no_env/rcm1-sc50ma-owi-cm-20250924t132025-20250924t132141-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep142025/IRWIN/rcm1-sc50ma-owi-cm-20250924t132025-20250924t132141-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
184,NARDA,ep142025,2025-09-22 12:32:44,rcm2-sc50mc-owi-cm-20250922t123244-20250922t123356-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.75,11000.0,33.12481726689858,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep142025no_env/rcm2-sc50mc-owi-cm-20250922t123244-20250922t123356-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep142025/IRWIN/rcm2-sc50mc-owi-cm-20250922t123244-20250922t123356-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.4238368387507967,train
185,NARDA,ep142025,2025-09-26 02:13:18,rcm3-sc50mc-owi-cm-20250926t021318-20250926t021431-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.7,57000.0,36.56060742812102,41,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep142025no_env/rcm3-sc50mc-owi-cm-20250926t021318-20250926t021431-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep142025/IRWIN/rcm3-sc50mc-owi-cm-20250926t021318-20250926t021431-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.2481835564053537,train
186,NARDA,ep142025,2025-09-27 14:16:30,rcm3-sclnb-owi-cm-20250927t141630-20250927t141740-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,38000.0,44.75913703703704,39,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep142025no_env/rcm3-sclnb-owi-cm-20250927t141630-20250927t141740-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep142025/IRWIN/rcm3-sclnb-owi-cm-20250927t141630-20250927t141740-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0695984703632887,train
187,NARDA,ep142025,2025-09-25 01:32:47,rcm1-sc50ma-owi-cm-20250925t013247-20250925t013404-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.7,42000.0,38.168688888835376,41,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep142025no_env/rcm1-sc50ma-owi-cm-20250925t013247-20250925t013404-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep142025/IRWIN/rcm1-sc50ma-owi-cm-20250925t013247-20250925t013404-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.3650732950924155,train
188,NARDA,ep142025,2025-09-27 02:21:37,rcm3-sclnb-owi-cm-20250927t022137-20250927t022249-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,32000.0,48.967170370370376,41,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep142025no_env/rcm3-sclnb-owi-cm-20250927t022137-20250927t022249-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep142025/IRWIN/rcm3-sclnb-owi-cm-20250927t022137-20250927t022249-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
189,NARDA,ep142025,2025-09-25 13:28:35,rcm1-sc50mc-owi-cm-20250925t132835-20250925t132947-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,19000.0,44.592651851951146,41,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep142025no_env/rcm1-sc50mc-owi-cm-20250925t132835-20250925t132947-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep142025/IRWIN/rcm1-sc50mc-owi-cm-20250925t132835-20250925t132947-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.2787762906309751,train
190,ENALA,sh142023,2023-02-27 14:05:09,rcm3-sclna-owi-cm-20230227t140509-20230227t140626-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.3,55000.0,27.11807255721771,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142023/rcm3-sclna-owi-cm-20230227t140509-20230227t140626-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142023/IRWIN/rcm3-sclna-owi-cm-20230227t140509-20230227t140626-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
191,ENALA,sh142023,2023-02-28 00:48:11,rcm3-sclnd-owi-cm-20230228t004811-20230228t004929-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.6,77000.0,22.05882140000451,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142023/rcm3-sclnd-owi-cm-20230228t004811-20230228t004929-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142023/IRWIN/rcm3-sclnd-owi-cm-20230228t004811-20230228t004929-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
192,ENALA,sh142023,2023-02-28 14:13:19,rcm3-sclnd-owi-cm-20230228t141319-20230228t141411-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,3.8,127000.0,25.874510855504028,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142023/rcm3-sclnd-owi-cm-20230228t141319-20230228t141411-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142023/IRWIN/rcm3-sclnd-owi-cm-20230228t141319-20230228t141411-00003-______ll_gd_GEO-IRWIN.nc,0.0295729764181007,train
193,ENALA,sh142023,2023-02-25 00:54:36,rcm2-sclnb-owi-cm-20230225t005436-20230225t005553-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,54000.0,32.3993666651299,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142023/rcm2-sclnb-owi-cm-20230225t005436-20230225t005553-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142023/IRWIN/rcm2-sclnb-owi-cm-20230225t005436-20230225t005553-00003-______ll_gd_GEO-IRWIN.nc,0.0262587635436583,train
194,ENALA,sh142023,2023-02-24 13:42:45,rcm3-sclna-owi-cm-20230224t134245-20230224t134402-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.25,38000.0,38.30413333333333,35,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh142023/rcm3-sclna-owi-cm-20230224t134245-20230224t134402-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh142023/IRWIN/rcm3-sclna-owi-cm-20230224t134245-20230224t134402-00003-______ll_gd_GEO-IRWIN.nc,0.3937539834289356,train
198,GELENA,sh132019,2019-02-07 02:08:34,s1a-ew-owi-cm-20190207t020834-20190207t021051-000003-02DF33_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,40000.0,34.20926296296297,34,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh132019/s1a-ew-owi-cm-20190207t020834-20190207t021051-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh132019/IRWIN/s1a-ew-owi-cm-20190207t020834-20190207t021051-000003-02DF33_ll_gd_GEO-IRWIN.nc,0.0270235818992989,test
199,CHRIS,al032024,2024-07-01 00:37:24,rcm1-sclnd-owi-cm-20240701t003724-20240701t003841-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,4.5,18000.0,19.41204759749304,18,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al032024/rcm1-sclnd-owi-cm-20240701t003724-20240701t003841-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al032024/IRWIN/rcm1-sclnd-owi-cm-20240701t003724-20240701t003841-00003-______ll_gd_GEO-IRWIN.nc,0.2760994263862332,train
200,KIKO,ep112025,2025-09-07 15:21:15,rcm2-sclnd-owi-cm-20250907t152115-20250907t152225-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,17000.0,51.24460740740136,51,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm2-sclnd-owi-cm-20250907t152115-20250907t152225-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm2-sclnd-owi-cm-20250907t152115-20250907t152225-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0656469088591459,train
201,KIKO,ep112025,2025-09-05 14:55:24,s1a-ew-owi-cm-20250905t145524-20250905t145627-000003-0793D4_ll_gd_GEO-IRWIN.nc,exact_contains,0.7,18000.0,48.69761481481482,53,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/s1a-ew-owi-cm-20250905t145524-20250905t145627-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/s1a-ew-owi-cm-20250905t145524-20250905t145627-000003-0793D4_ll_gd_GEO-IRWIN.nc,0.1806246016571064,train
202,KIKO,ep112025,2025-09-06 15:13:21,rcm2-sclnb-owi-cm-20250906t151321-20250906t151431-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,14000.0,50.54681851851853,58,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm2-sclnb-owi-cm-20250906t151321-20250906t151431-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm2-sclnb-owi-cm-20250906t151321-20250906t151431-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
203,KIKO,ep112025,2025-09-08 03:56:10,s1c-ew-owi-cm-20250908t035610-20250908t035714-000003-008025_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,16000.0,43.94970370370371,45,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/s1c-ew-owi-cm-20250908t035610-20250908t035714-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/s1c-ew-owi-cm-20250908t035610-20250908t035714-000003-008025_ll_gd_GEO-IRWIN.nc,0.2258763543658381,train
206,KIKO,ep112025,2025-09-01 02:36:57,rcm2-sclnd-owi-cm-20250901t023657-20250901t023807-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,3.4,54000.0,18.884065516447933,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm2-sclnd-owi-cm-20250901t023657-20250901t023807-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm2-sclnd-owi-cm-20250901t023657-20250901t023807-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
207,KIKO,ep112025,2025-09-06 03:17:12,rcm2-sclna-owi-cm-20250906t031712-20250906t031822-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,13000.0,54.67814074074075,61,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm2-sclna-owi-cm-20250906t031712-20250906t031822-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm2-sclna-owi-cm-20250906t031712-20250906t031822-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0670490758444869,train
208,KIKO,ep112025,2025-09-05 15:05:30,rcm2-sclna-owi-cm-20250905t150530-20250905t150640-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,17000.0,53.29844444444445,53,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm2-sclna-owi-cm-20250905t150530-20250905t150640-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm2-sclna-owi-cm-20250905t150530-20250905t150640-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0161886551943913,train
209,KIKO,ep112025,2025-09-02 14:30:37,s1a-ew-owi-cm-20250902t143037-20250902t143141-000003-07920B_ll_gd_GEO-IRWIN.nc,exact_contains,0.7,19000.0,40.23938888888889,40,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/s1a-ew-owi-cm-20250902t143037-20250902t143141-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/s1a-ew-owi-cm-20250902t143037-20250902t143141-000003-07920B_ll_gd_GEO-IRWIN.nc,0.1165073295092415,train
210,KIKO,ep112025,2025-09-02 02:44:48,rcm2-sclnc-owi-cm-20250902t024448-20250902t024558-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,19000.0,32.76044438772472,31,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm2-sclnc-owi-cm-20250902t024448-20250902t024558-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm2-sclnc-owi-cm-20250902t024448-20250902t024558-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0104525175270873,train
211,KIKO,ep112025,2025-09-09 04:15:01,rcm1-sclnc-owi-cm-20250909t041501-20250909t041614-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,35000.0,27.925720355531727,31,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm1-sclnc-owi-cm-20250909t041501-20250909t041614-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm1-sclnc-owi-cm-20250909t041501-20250909t041614-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.0,train
213,KIKO,ep112025,2025-09-04 03:01:09,rcm2-sclnd-owi-cm-20250904t030109-20250904t030131-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.0,13000.0,58.0782851851852,64,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm2-sclnd-owi-cm-20250904t030109-20250904t030131-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm2-sclnd-owi-cm-20250904t030109-20250904t030131-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.4073932441045251,train
215,KIKO,ep112025,2025-09-08 04:06:07,rcm1-sclnd-owi-cm-20250908t040607-20250908t040717-00003-xxxxx_ll_gd_GEO-IRWIN.nc,exact_contains,0.5,16000.0,42.27387407401929,45,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep112025no_env/rcm1-sclnd-owi-cm-20250908t040607-20250908t040717-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep112025/IRWIN/rcm1-sclnd-owi-cm-20250908t040607-20250908t040717-00003-xxxxx_ll_gd_GEO-IRWIN.nc,0.4567240280433397,train
217,HAMOON,io062023,2023-10-24 12:01:11,rcm1-sclna-owi-cm-20231024t120111-20231024t120227-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,1.4,16000.0,48.55887407407407,44,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/io062023/rcm1-sclna-owi-cm-20231024t120111-20231024t120227-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/io062023/IRWIN/rcm1-sclna-owi-cm-20231024t120111-20231024t120227-00003-______ll_gd_GEO-IRWIN.nc,0.3054174633524538,train
221,HAISHEN,wp112020,2020-09-02 08:40:47,rs2-scwa-owi-cm-20200902t084047-20200902t084419-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,47000.0,39.931696296296295,35,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp112020/rs2-scwa-owi-cm-20200902t084047-20200902t084419-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp112020/IRWIN/rs2-scwa-owi-cm-20200902t084047-20200902t084419-00003-______ll_gd_GEO-IRWIN.nc,0.0,test
222,HAISHEN,wp112020,2020-09-04 21:02:00,s1a-ew-owi-cm-20200904t210200-20200904t210504-000003-03F9A9_ll_gd_GEO-IRWIN.nc,fuzzy_sat_time,1.0,27000.0,58.085970370370376,67,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp112020/s1a-ew-owi-cm-20200904t210200-20200904t210535-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp112020/IRWIN/s1a-ew-owi-cm-20200904t210200-20200904t210504-000003-03F9A9_ll_gd_GEO-IRWIN.nc,0.1833014659018483,test
223,GILMA,ep072024,2024-08-20 01:56:39,rcm2-sc50mc-owi-cm-20240820t015639-20240820t015756-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,2.75,110000.0,19.37922994926353,25,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep072024/rcm2-sc50mc-owi-cm-20240820t015639-20240820t015756-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep072024/IRWIN/rcm2-sc50mc-owi-cm-20240820t015639-20240820t015756-00003-______ll_gd_GEO-IRWIN.nc,0.2578712555768005,train
224,GILMA,ep072024,2024-08-24 02:35:03,s1a-ew-owi-cm-20240824t023503-20240824t023607-000003-06BFDD_ll_gd_GEO-IRWIN.nc,exact_contains,0.7,26000.0,46.04914444444446,45,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep072024/s1a-ew-owi-cm-20240824t023503-20240824t023607-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep072024/IRWIN/s1a-ew-owi-cm-20240824t023503-20240824t023607-000003-06BFDD_ll_gd_GEO-IRWIN.nc,0.1641810070108349,train
225,GILMA,ep072024,2024-08-23 14:16:11,rcm2-sc50md-owi-cm-20240823t141611-20240823t141729-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,21000.0,45.55089259259265,50,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep072024/rcm2-sc50md-owi-cm-20240823t141611-20240823t141729-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep072024/IRWIN/rcm2-sc50md-owi-cm-20240823t141611-20240823t141729-00003-______ll_gd_GEO-IRWIN.nc,0.0423199490121096,train
226,GILMA,ep072024,2024-08-24 14:24:22,rcm2-sclnd-owi-cm-20240824t142422-20240824t142538-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,17000.0,51.35768888888889,42,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep072024/rcm2-sclnd-owi-cm-20240824t142422-20240824t142538-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep072024/IRWIN/rcm2-sclnd-owi-cm-20240824t142422-20240824t142538-00003-______ll_gd_GEO-IRWIN.nc,0.0,train
227,GILMA,ep072024,2024-08-26 03:17:41,rcm1-sclnd-owi-cm-20240826t031741-20240826t031859-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.7,17000.0,45.521822222222,45,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep072024/rcm1-sclnd-owi-cm-20240826t031741-20240826t031859-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep072024/IRWIN/rcm1-sclnd-owi-cm-20240826t031741-20240826t031859-00003-______ll_gd_GEO-IRWIN.nc,0.0019120458891013,train
228,GILMA,ep072024,2024-08-22 14:08:21,rcm2-sclnd-owi-cm-20240822t140821-20240822t140937-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,19000.0,52.087388888888896,57,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep072024/rcm2-sclnd-owi-cm-20240822t140821-20240822t140937-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep072024/IRWIN/rcm2-sclnd-owi-cm-20240822t140821-20240822t140937-00003-______ll_gd_GEO-IRWIN.nc,0.1770554493307839,train
229,GILMA,ep072024,2024-08-23 02:21:43,rcm2-sclna-owi-cm-20240823t022143-20240823t022258-00003-______ll_gd_GEO-IRWIN.nc,exact_contains,0.0,18000.0,48.97004444444445,54,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep072024/rcm2-sclna-owi-cm-20240823t022143-20240823t022258-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep072024/IRWIN/rcm2-sclna-owi-cm-20240823t022143-20240823t022258-00003-______ll_gd_GEO-IRWIN.nc,0.2834926704907584,train
