,match_type,analysis_center_quality_flag,analysis_rmax,analysis_vmax,vmax,sar_aeqd_path,sargeo_path,nan_ratio_within_100km,split,tcprimed_env_exist,tcprimed_env_path,index_in_env_ds,shear_magnitude_1,shear_direction_1,shear_magnitude_2,shear_direction_2,shear_magnitude_3,shear_direction_3,shear_magnitude_4,shear_direction_4,shear_magnitude_5,shear_direction_5,shear_magnitude_6,shear_direction_6,shear_magnitude_7,shear_direction_7,shear_magnitude_8,shear_direction_8,cyclone_phase_space_thermal_wind_1,cyclone_phase_space_thermal_wind_2,eye_lon,eye_lat,storm_lat,storm_lon,haversin_distance_km,storm_speed,storm_speed_meridional_component,storm_speed_zonal_component,cyclone_name,cyclone_id,sar_time
206,exact_contains,2.8,122000.0,35.21829628521824,30,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh302025/s1a-ew-owi-cm-20250416t070926-20250416t071030-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh302025/IRWIN/s1a-ew-owi-cm-20250416t070926-20250416t071030-000003-074830_ll_gd_GEO-IRWIN.nc,1.0,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh302025/TCPRIMED_v01r01-preliminary_SH302025_env_s20250412120000_e20250416180000.nc,15.0,19.24042,98.49157,15.520031,99.579575,12.275753,99.84883,11.964451,99.72794,24.75996,112.251045,23.215649,116.71298,23.85657,122.83441,23.848938,123.27951,151.074,-71.783035,170.84218800106098,-31.90087868848921,-31.53958511352539,169.14166259765625,165.78368165094597,3.3,-3.1000001,-1.2,TAM,sh302025,2025-04-16 07:09:26
207,exact_contains,2.0,40000.0,16.306691666666662,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al142022/s1a-iw-owi-cm-20221014t002357-20221014t002537-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al142022/IRWIN/s1a-iw-owi-cm-20221014t002357-20221014t002537-000003-056EC6_ll_gd_GEO-IRWIN.nc,0.5334608030592735,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al142022/TCPRIMED_v01r01-final_AL142022_env_s20221011120000_e20221015180000.nc,10.0,4.882286,189.90639,2.9183235,146.2541,4.123863,126.71938,4.220001,121.22438,8.212017,112.47634,10.017273,95.20006,11.94614,93.46914,12.217766,92.43058,115.426636,-28.32256,-93.13812989375796,20.81189267744538,20.86521339416504,-92.96011352539062,19.42656366401708,3.5,3.3,-1.1,KARL,al142022,2022-10-14 00:23:57
208,exact_contains,2.4,26000.0,26.91911432930776,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al112024/rcm3-sclna-owi-cm-20240927t205959-20240927t210114-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al112024/IRWIN/rcm3-sclna-owi-cm-20240927t205959-20240927t210114-00003-______ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al112024/TCPRIMED_v01r01-final_AL112024_env_s20240927060000_e20240930180000.nc,2.0,3.287613,72.72002,2.1537971,65.05998,2.1782112,86.01242,2.0790215,86.3641,6.275524,330.64435,8.157082,339.61218,7.8671417,357.11926,8.157082,358.72928,19.410719,21.9744,-44.22015808038305,18.33036843222604,18.47822380065918,-43.852386474609375,42.14197095160817,6.1,3.6000001,-4.9,JOYCE,al112024,2024-09-27 20:59:59
209,exact_contains,2.7,86000.0,22.46972708801818,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al112024/rcm3-sclna-owi-cm-20240928t210831-20240928t210947-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al112024/IRWIN/rcm3-sclna-owi-cm-20240928t210831-20240928t210947-00003-______ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al112024/TCPRIMED_v01r01-final_AL112024_env_s20240927060000_e20240930180000.nc,7.0,8.369194,121.40022,6.191593,110.981705,4.5801353,101.25005,4.3252945,97.590385,11.891201,14.484009,10.371307,25.309158,8.787319,40.469864,8.654556,42.920624,55.5464,-3.90656,-47.07347328723367,20.235498510180072,20.41828727722168,-46.77780151367188,36.92680101399347,5.2000003,2.6000001,-4.5,JOYCE,al112024,2024-09-28 21:08:31
210,exact_contains,0.0,29000.0,20.27904961801294,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al112024/rcm3-sclnd-owi-cm-20240929t090207-20240929t090323-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al112024/IRWIN/rcm3-sclnd-owi-cm-20240929t090207-20240929t090323-00003-______ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al112024/TCPRIMED_v01r01-final_AL112024_env_s20240927060000_e20240930180000.nc,9.0,5.340084,97.93657,5.761261,106.19006,5.1676483,108.454,5.210373,109.48706,12.616051,9.648407,9.937923,22.078094,7.647396,40.156647,7.397133,43.98117,53.47104,-31.069359,-48.1070432592568,21.24770462525749,21.3593978881836,-48.129150390625,12.629120882473645,5.0,2.6000001,-4.3,JOYCE,al112024,2024-09-29 09:02:07
211,exact_contains,3.4,71000.0,24.8921073897028,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/rcm3-sclnd-owi-cm-20240826t140848-20240826t141004-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082024/IRWIN/rcm3-sclnd-owi-cm-20240826t140848-20240826t141004-00003-______ll_gd_GEO-IRWIN.nc,0.092925430210325,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/TCPRIMED_v01r01-final_EP082024_env_s20240822180000_e20240829000000.nc,15.0,2.3857498,272.93036,2.14159,265.02853,1.5128784,285.15674,1.412159,282.7884,1.7539864,239.0097,3.8659668,186.30716,4.5648766,162.37643,4.9601097,161.63461,48.70992,88.32488,-124.59644664779674,16.282558311333503,16.298175811767578,-124.84700012207033,26.79807898379624,3.5,1.1,-3.3,HECTOR,ep082024,2024-08-26 14:08:48
212,exact_contains,3.25,249000.0,10.948876598843734,17,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/rcm2-sclnc-owi-cm-20240829t030955-20240829t031111-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082024/IRWIN/rcm2-sclnc-owi-cm-20240829t030955-20240829t031111-00003-______ll_gd_GEO-IRWIN.nc,0.1210962396430847,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/TCPRIMED_v01r01-final_EP082024_env_s20240822180000_e20240829000000.nc,25.0,4.5786095,93.48562,4.8304024,78.687584,3.8888588,60.345276,3.933113,57.729652,7.6184044,20.759293,6.7272186,28.908386,6.5120544,35.84857,6.492214,37.205826,52.43336,12.208,-134.2950377817649,16.568063352075516,16.925291061401367,-134.14956665039068,42.635162787587056,4.0,2.4,-3.2,HECTOR,ep082024,2024-08-29 03:09:55
213,exact_contains,1.7,9000.0,17.734499033786623,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/rcm2-sclnd-owi-cm-20240828t030131-20240828t030246-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082024/IRWIN/rcm2-sclnd-owi-cm-20240828t030131-20240828t030246-00003-______ll_gd_GEO-IRWIN.nc,0.1878903760356915,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/TCPRIMED_v01r01-final_EP082024_env_s20240822180000_e20240829000000.nc,22.0,9.666294,108.800186,7.2338524,93.90874,5.543041,74.72569,5.391968,70.03845,4.978424,86.061874,6.97443,83.40779,8.31731,87.84775,8.6515045,87.507065,47.0008,52.37232,-131.00493192475875,18.61218262813357,17.606924057006836,-130.7681884765625,114.54563472625006,4.0,2.4,-3.1000001,HECTOR,ep082024,2024-08-28 03:01:31
214,exact_contains,1.0,66000.0,23.4064014777508,22,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/rcm3-sclnd-owi-cm-20240827t141646-20240827t141801-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082024/IRWIN/rcm3-sclnd-owi-cm-20240827t141646-20240827t141801-00003-______ll_gd_GEO-IRWIN.nc,0.1541108986615678,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/TCPRIMED_v01r01-final_EP082024_env_s20240822180000_e20240829000000.nc,19.0,4.8990707,103.371124,4.223053,84.561745,3.621807,59.180336,3.7042122,54.8228,8.356987,123.19708,10.050846,114.57543,9.527428,109.95963,9.727333,108.77271,58.293198,59.39192,-128.7272402568561,17.463245616298842,17.44536018371582,-128.63851928710938,9.618927723169149,4.0,2.3,-3.2,HECTOR,ep082024,2024-08-27 14:16:46
215,exact_contains,2.4,62000.0,20.28222034058288,21,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/rcm3-sc50ma-owi-cm-20240826t021327-20240826t021444-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082024/IRWIN/rcm3-sc50ma-owi-cm-20240826t021327-20240826t021444-00003-______ll_gd_GEO-IRWIN.nc,0.1310388782664117,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/TCPRIMED_v01r01-final_EP082024_env_s20240822180000_e20240829000000.nc,13.0,8.259323,221.73892,5.630024,227.42625,3.6416473,228.31644,3.2433624,228.97034,4.88076,252.23618,4.4244843,209.19385,5.114235,183.72452,5.5277824,179.19113,17.76264,59.514,-122.87598487128318,15.295514770658135,15.925965309143066,-123.028579711914,71.98242891562232,3.4,1.0,-3.2,HECTOR,ep082024,2024-08-26 02:13:27
216,exact_contains,0.0,,,17,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/rcm3-sc50ma-owi-cm-20240825t140039-20240825t140155-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep082024/IRWIN/rcm3-sc50ma-owi-cm-20240825t140039-20240825t140155-00003-______ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep082024/TCPRIMED_v01r01-final_EP082024_env_s20240822180000_e20240829000000.nc,11.0,8.112827,245.84,4.9128036,239.07565,3.933113,224.24464,3.5287209,220.56848,0.23714066,109.179344,3.2555695,165.67343,5.784149,171.60254,6.238899,171.26735,26.00304,53.532078,-121.61166609449596,15.72414290278427,15.95876121520996,-121.3322296142578,39.67521534755416,2.9,0.4,-2.9,HECTOR,ep082024,2024-08-25 14:00:39
217,exact_contains,0.0,17000.0,37.48851851688698,39,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep092020/rcm1-sc50ma-owi-cm-20200812t014959-20200812t015243-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/ep092020/IRWIN/rcm1-sc50ma-owi-cm-20200812t014959-20200812t015243-00003-______ll_gd_GEO-IRWIN.nc,0.0627151051625239,test,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/ep092020/TCPRIMED_v01r01-final_EP092020_env_s20200808000000_e20200814000000.nc,16.0,3.3486557,275.01843,3.406643,276.58453,4.4351654,279.76062,4.538933,279.78812,1.7570381,13.494904,2.5978622,32.644974,2.8313408,21.341766,2.9152718,21.62201,-14.10024,72.51552,-116.43145572281762,22.373726299226306,22.36318588256836,-116.3492431640625,8.534624389502078,7.1,3.8,-6.0,ELIDA,ep092020,2020-08-12 01:49:59
218,fuzzy_sat_time,3.8,8000.0,21.036340740740744,27,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp182021/s1a-iw-owi-cm-20210908t100552-20210908t100801-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp182021/IRWIN/s1a-iw-owi-cm-20210908t100621-20210908t100801-000003-04ADF7_ll_gd_GEO-IRWIN.nc,0.707202039515615,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp182021/TCPRIMED_v01r01-final_WP182021_env_s20210905000000_e20210913120000.nc,14.0,8.935341,339.76056,6.1381836,326.48462,3.8125572,312.35147,3.6019707,305.8454,5.762787,0.48823547,4.015518,340.4639,3.2784576,319.95654,3.2509918,313.23618,-12.818399,37.478558,120.44061754728038,14.3648853953109,14.393733978271484,120.2221221923828,23.75207523049626,5.2000003,2.4,-4.6,CONSON,wp182021,2021-09-08 10:05:52
219,fuzzy_sat_time,3.7,,,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp182021/s1a-iw-owi-cm-20210907t213800-20210907t214009-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp182021/IRWIN/s1a-iw-owi-cm-20210907t213854-20210907t214009-000003-04ADC3_ll_gd_GEO-IRWIN.nc,0.7625239005736137,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp182021/TCPRIMED_v01r01-final_WP182021_env_s20210905000000_e20210913120000.nc,12.0,7.1010895,338.711,6.135132,325.37463,4.149803,314.80774,4.06435,311.44482,1.3770638,346.2611,1.7768745,301.29004,2.6299095,265.633,2.9564743,262.314,-2.86888,25.69784,121.72708187344574,13.462454616803022,13.54832649230957,121.62835693359376,14.321723341241134,5.0,2.1000001,-4.6,CONSON,wp182021,2021-09-07 21:38:00
220,fuzzy_sat_time,2.4,144000.0,26.677599999999984,28,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp242021/s1a-iw-owi-cm-20211011t215414-20211011t215558-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp242021/IRWIN/s1a-iw-owi-cm-20211011t215414-20211011t215508-000003-04BEC0_ll_gd_GEO-IRWIN.nc,0.2606755895474825,val,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp242021/TCPRIMED_v01r01-final_WP242021_env_s20211009000000_e20211014060000.nc,12.0,3.2174187,212.60623,1.9264221,261.39633,1.9706764,282.4532,2.0408745,291.47046,2.8313408,225.42058,5.584244,222.80496,6.0710373,234.9544,6.25721,235.65227,90.522316,56.09576,119.7722378898828,18.37333590003763,18.723541259765625,119.69353485107422,39.81510410802056,4.7000003,4.2000003,-2.2,KOMPASU,wp242021,2021-10-11 21:54:14
221,exact_contains,3.2,27000.0,33.390166666666666,62,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp222019/s1a-ew-owi-cm-20191022t201438-20191022t201648-000003-_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp222019/IRWIN/s1a-ew-owi-cm-20191022t201438-20191022t201648-000003-035DF5_ll_gd_GEO-IRWIN.nc,0.9348629700446144,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp222019/TCPRIMED_v01r01-final_WP222019_env_s20191017060000_e20191025120000.nc,22.0,2.5001984,70.60993,3.6614838,41.107285,4.1299667,59.67489,4.303932,56.614174,2.2712975,38.89279,3.3395004,45.05818,5.819248,66.40626,5.9977913,65.20835,12.879439,131.11392,143.83093126962203,20.721149761755743,20.88869857788086,142.8317108154297,105.52094102464554,9.0,2.1000001,-8.7,BUALOI,wp222019,2019-10-22 20:14:38
222,exact_contains,0.0,20000.0,62.2357925925926,53,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp222019/rs2-scwa-owi-cm-20191023t083016-20191023t083348-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp222019/IRWIN/rs2-scwa-owi-cm-20191023t083016-20191023t083348-00003-______ll_gd_GEO-IRWIN.nc,0.0042065009560229,test,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp222019/TCPRIMED_v01r01-final_WP222019_env_s20191017060000_e20191025120000.nc,24.0,6.6448135,52.311584,5.1279716,45.27249,4.186428,53.916122,3.9148026,53.31717,7.1712837,46.767136,8.785793,40.26654,9.368725,46.73416,9.6006775,46.234116,81.67152,90.40024,141.94811548080654,23.272990043429925,23.281322479248047,141.9508056640625,0.966413658879146,8.900001,2.3,-8.6,BUALOI,wp222019,2019-10-23 08:30:16
223,exact_contains,0.4,35000.0,53.21488888888889,40,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp222019/rs2-scwa-owi-cm-20191024t202109-20191024t202332-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/wp222019/IRWIN/rs2-scwa-owi-cm-20191024t202109-20191024t202332-00003-______ll_gd_GEO-IRWIN.nc,0.0,test,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/wp222019/TCPRIMED_v01r01-final_WP222019_env_s20191017060000_e20191025120000.nc,30.0,17.288666,90.9854,16.60654,83.330864,16.336441,77.95675,16.35933,76.81928,11.131256,70.65939,17.346653,67.41734,22.586937,63.708214,23.47812,63.422478,170.11848,32.59536,145.3652381953159,31.315782108954664,31.27474594116211,145.2957000732422,8.029749224713656,9.2,2.6000001,-8.8,BUALOI,wp222019,2019-10-24 20:21:09
224,exact_contains,3.25,93000.0,23.57534850209836,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al062023/rcm3-sc50ma-owi-cm-20230904t093700-20230904t093759-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al062023/IRWIN/rcm3-sc50ma-owi-cm-20230904t093700-20230904t093759-00003-______ll_gd_GEO-IRWIN.nc,0.5075844486934353,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al062023/TCPRIMED_v01r01-final_AL062023_env_s20230819000000_e20230904120000.nc,66.0,9.269535,99.73344,6.2831535,87.864235,4.741894,64.96657,4.5206223,60.279335,17.273403,93.46914,14.735668,85.133224,12.445141,70.13737,12.191826,68.25258,58.84256,47.428078,-51.358838306780925,38.538107288257535,38.30381393432617,-50.75015258789063,59.08110126491847,2.1000001,1.7,-1.2,GERT,al062023,2023-09-04 09:37:00
225,exact_contains,2.4,248000.0,8.904256049921592,17,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al062023/rcm3-sclnd-owi-cm-20230821t092652-20230821t092836-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al062023/IRWIN/rcm3-sclnd-owi-cm-20230821t092652-20230821t092836-00003-______ll_gd_GEO-IRWIN.nc,0.1298916507329509,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al062023/TCPRIMED_v01r01-final_AL062023_env_s20230819000000_e20230904120000.nc,10.0,8.801052,82.02855,8.491276,78.48977,7.972435,75.41806,7.9419136,74.599304,12.104843,109.06944,13.272232,104.88225,14.666996,104.200874,14.85622,103.689835,44.498158,-42.78904,-56.005412449941936,16.27162518375965,16.642057418823242,-56.333343505859375,54.032936879772,6.0,2.4,-5.5,GERT,al062023,2023-08-21 09:26:52
226,exact_contains,1.0,26000.0,27.65236754790357,23,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al062023/rcm1-sc50ma-owi-cm-20230903t211914-20230903t212031-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al062023/IRWIN/rcm1-sc50ma-owi-cm-20230903t211914-20230903t212031-00003-______ll_gd_GEO-IRWIN.nc,0.1087316762268961,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al062023/TCPRIMED_v01r01-final_AL062023_env_s20230819000000_e20230904120000.nc,64.0,5.6361275,102.25564,5.36145,105.53066,5.9748993,82.81433,5.999317,82.42419,8.936867,128.76901,9.121513,122.87288,7.8015213,88.41923,7.8961334,86.490486,41.751358,76.05584,-51.16385798272382,32.93644500337229,32.96604919433594,-51.1551513671875,3.390599287342084,2.5,1.8000001,-1.8000001,GERT,al062023,2023-09-03 21:19:14
227,exact_contains,3.0,26000.0,30.61184562691564,26,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al062023/rcm3-sc50ma-owi-cm-20230903t093141-20230903t093259-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al062023/IRWIN/rcm3-sc50ma-owi-cm-20230903t093141-20230903t093259-00003-______ll_gd_GEO-IRWIN.nc,0.0,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al062023/TCPRIMED_v01r01-final_AL062023_env_s20230819000000_e20230904120000.nc,62.0,2.8664398,198.06647,3.2998238,170.20132,2.93816,132.03854,3.1334877,130.7637,8.750694,206.69362,10.589523,204.78136,7.55431,198.62146,7.6657104,197.87964,51.945038,48.58784,-52.81534922435176,30.07254618626504,29.907930374145508,-52.66134643554688,23.559022570888693,2.6000001,1.8000001,-1.9,GERT,al062023,2023-09-03 09:31:41
228,exact_contains,0.0,101000.0,30.65311187186934,41,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh222021/rs2-scwa-owi-cm-20210302t231916-20210302t232032-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/sh222021/IRWIN/rs2-scwa-owi-cm-20210302t231916-20210302t232032-00003-______ll_gd_GEO-IRWIN.nc,0.0,val,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/sh222021/TCPRIMED_v01r01-final_SH222021_env_s20210224120000_e20210307120000.nc,26.0,8.575203,103.60191,6.6066628,102.07431,4.4794197,105.492195,4.3848076,106.701096,3.6752205,84.35843,3.1807938,103.673355,3.2342033,107.39346,3.3379745,113.45445,115.0604,175.42896,90.7253219114272,-18.79492274838997,-18.78447532653809,90.63580322265624,9.494881024223185,8.5,-1.1,-8.400001,MARIAN,sh222021,2021-03-02 23:19:16
229,exact_contains,4.3,27000.0,29.97055816031212,20,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/rcm2-sclnd-owi-cm-20240813t094323-20240813t094440-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al052024/IRWIN/rcm2-sclnd-owi-cm-20240813t094323-20240813t094440-00003-______ll_gd_GEO-IRWIN.nc,0.8684512428298279,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/TCPRIMED_v01r01-final_AL052024_env_s20240811180000_e20240820180000.nc,7.0,6.750107,166.31636,5.649864,155.76045,4.221527,156.55174,4.125389,154.25482,5.243946,155.22745,6.0435715,161.0961,5.6223946,164.22276,5.797886,163.91504,2.6247199,48.28264,-60.54018625054905,15.9845271150507,16.40696144104004,-61.42153930664063,105.1834647396592,12.6,2.3,-12.400001,ERNESTO,al052024,2024-08-13 09:43:23
230,exact_contains,0.0,69000.0,36.7076511899932,43,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/rcm1-sclnc-owi-cm-20240815t224617-20240815t224734-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al052024/IRWIN/rcm1-sclnc-owi-cm-20240815t224617-20240815t224734-00003-______ll_gd_GEO-IRWIN.nc,0.41427660930529,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/TCPRIMED_v01r01-final_AL052024_env_s20240811180000_e20240820180000.nc,17.0,1.9355774,172.60812,1.4732018,161.44229,2.394905,99.38725,2.4773102,96.678215,4.187954,153.55696,3.72863,131.81325,6.879818,102.00287,7.214012,100.64561,160.16896,176.52768,-68.56568148018606,26.38798059073721,26.41831970214844,-68.443603515625,12.61780799988072,10.2,1.1,-10.1,ERNESTO,al052024,2024-08-15 22:46:17
231,exact_contains,2.8,22000.0,20.74473018952819,40,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/rcm1-sclnd-owi-cm-20240819t214733-20240819t214801-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al052024/IRWIN/rcm1-sclnd-owi-cm-20240819t214733-20240819t214801-00003-______ll_gd_GEO-IRWIN.nc,0.9045251752708732,,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/TCPRIMED_v01r01-final_AL052024_env_s20240811180000_e20240820180000.nc,33.0,7.288788,111.910355,5.8497696,112.734604,5.149334,103.60191,5.037937,100.33239,8.152504,61.41131,11.407459,72.742,14.364849,77.21493,14.921837,77.12151,117.440956,51.76192,-56.03641915885288,44.93629869025734,44.11840057373047,-56.189361572265625,91.75065156811355,8.3,3.3,-7.6,ERNESTO,al052024,2024-08-19 21:47:33
232,exact_contains,0.0,31000.0,39.808214814722206,40,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/rcm3-sclnd-owi-cm-20240819t095259-20240819t095416-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al052024/IRWIN/rcm3-sclnd-owi-cm-20240819t095259-20240819t095416-00003-______ll_gd_GEO-IRWIN.nc,0.1232632249840662,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/TCPRIMED_v01r01-final_AL052024_env_s20240811180000_e20240820180000.nc,31.0,8.691181,95.73857,6.4265976,93.91972,5.19664,91.39752,4.8639717,90.23258,7.229271,77.2424,9.719704,77.58309,12.153675,79.95693,12.55196,79.19312,188.6136,119.45528,-60.39098485165679,40.249794078191776,40.28657531738281,-60.31466674804688,7.658673676819349,8.400001,2.2,-8.1,ERNESTO,al052024,2024-08-19 09:52:59
233,fuzzy_sat_time,1.0,180000.0,23.7700583089622,32,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/rcm1-sclna-owi-cm-20240820t092634-20240820t092733-00003_aeqd.nc,/scale/project/ifremer-isi-jumeaunumerique/SARGEO/prototype/v00r00/cyclobs/al052024/IRWIN/rcm1-sclna-owi-cm-20240820t092636-20240820t092753-00003-______ll_gd_GEO-IRWIN.nc,0.0033142128744423,train,True,/scale/user/mtannaou/alternance/donnees_sar_aeqd_09_janvier/al052024/TCPRIMED_v01r01-final_AL052024_env_s20240811180000_e20240820180000.nc,35.0,7.746586,110.091515,7.0537834,102.39301,7.3391457,89.46877,7.384926,86.81469,10.67498,75.34663,13.778866,78.90739,18.883335,82.737404,19.50747,82.8528,20.26528,-33.20576,-49.03930862933563,47.932757014576914,47.634254455566406,-48.99530029296875,33.354436594515654,8.400001,4.1,-7.3,ERNESTO,al052024,2024-08-20 09:26:34
